DB Index,Part Name,Batch Name,Log Date,Temp,PTI State,Comment,Ref,VIPR Code/Note,Part Class,Critical Defect,Dimensional,EC,Failure Type,LPI,Picked,SubGroup,Visual,intSite,Fail Reason,NDT_Comment,Tracker Result,MfgMonth,MfgYear (YY),Result,%PeaksIn,PTIScore,Freq 1,Freq 2,Freq 3,Freq 4,Freq 5,Freq 6,Freq 7,Freq 8,Freq 9,Freq 10,Freq 11,Freq 12,Freq 13,Freq 14,Freq 15,Freq 16,Freq 17,Freq 18,Freq 19,Freq 20,Freq 21,Freq 22,Freq 23,Freq 24,Freq 25,Freq 26,Freq 27,Freq 28,Freq 1,Amp 1,ZW 1,D2 1,Q 1,Freq 2,Amp 2,ZW 2,D2 2,Q 2,Freq 3,Amp 3,ZW 3,D2 3,Q 3,Freq 4,Amp 4,ZW 4,D2 4,Q 4,Freq 5,Amp 5,ZW 5,D2 5,Q 5,Freq 6,Amp 6,ZW 6,D2 6,Q 6,Freq 7,Amp 7,ZW 7,D2 7,Q 7,Freq 8,Amp 8,ZW 8,D2 8,Q 8,Freq 9,Amp 9,ZW 9,D2 9,Q 9,Freq 10,Amp 10,ZW 10,D2 10,Q 10,Freq 11,Amp 11,ZW 11,D2 11,Q 11,Freq 12,Amp 12,ZW 12,D2 12,Q 12,Freq 13,Amp 13,ZW 13,D2 13,Q 13,Freq 14,Amp 14,ZW 14,D2 14,Q 14,Freq 15,Amp 15,ZW 15,D2 15,Q 15,Freq 16,Amp 16,ZW 16,D2 16,Q 16,Freq 17,Amp 17,ZW 17,D2 17,Q 17,Freq 18,Amp 18,ZW 18,D2 18,Q 18,Freq 19,Amp 19,ZW 19,D2 19,Q 19,Freq 20,Amp 20,ZW 20,D2 20,Q 20,Freq 21,Amp 21,ZW 21,D2 21,Q 21,Freq 22,Amp 22,ZW 22,D2 22,Q 22,Freq 23,Amp 23,ZW 23,D2 23,Q 23,Freq 24,Amp 24,ZW 24,D2 24,Q 24,Freq 25,Amp 25,ZW 25,D2 25,Q 25,Freq 26,Amp 26,ZW 26,D2 26,Q 26,Freq 27,Amp 27,ZW 27,D2 27,Q 27,Freq 28,Amp 28,ZW 28,D2 28,Q 28
109,4730,45541507_1450,5/16/2023 17:43,25.6,2,QPLog 10-1631 (16) rev16,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,300_FW,none,,,11,2012,Pass,,,2.164,2.287,3.024,3.132,3.159,3.326,3.391,4.068,4.217,4.279,4.354,4.724,5.071,5.199,5.531,6.003,6.065,6.25,6.641,6.956,7.17,8.315,8.403,0,5.703,3.76,6.148,11.372,2.164,0.183,0.015,-16.639,0.146,2.287,0.23,0.008,-10.611,0.276,3.024,0.106,0.006,-110.747,0.512,3.132,0.194,0.006,-129.631,0.491,3.159,0.106,0.003,-166.933,0.922,3.326,0.091,0.009,-78.496,0.385,3.391,0.052,0.008,-68.14,0.441,4.068,0.048,0.005,-144.396,0.817,4.217,0.051,0.006,-212.321,0.671,4.279,0.087,0.006,-149.243,0.702,4.354,0.091,0.009,-77.587,0.488,4.724,0.058,0.007,-94.751,0.635,5.071,0.115,0.009,-57.606,0.575,5.199,0.072,0.008,-73.552,0.664,5.531,0.061,0.006,-155.741,0.99,6.003,0.077,0.006,-227.169,1.052,6.065,0.067,0.005,-198.324,1.207,6.25,0.072,0.005,-185.518,1.185,6.641,0.018,0.007,-62.514,0.939,6.956,0.009,0.003,-16.199,2.226,7.17,0.073,0.009,-56.436,0.785,8.315,0.016,0.01,-41.263,0.863,8.403,0.017,0.009,-47.483,0.919,0,0,0,0,0,5.703,0.009,0.006,-74.73,0.963,3.76,0.084,0.014,-47.071,0.273,6.148,0.042,0.005,-141.799,1.164,11.372,0.006,0.014,-11.769,0.786
7,4798,44824167_1450,4/11/2022 22:51,24.2,2,QPLog 10-1631 (16) rev3,TRUE,,B3,Non-Critical Defect,Pass,Pass,Blue,Pass,Pass,Yellow,Fail,100_LVL (old),_ImpactDamage,,,12,2012,Pass,,,2.172,2.296,3.009,3.128,3.163,3.32,3.399,4.08,4.213,4.287,4.358,4.726,5.071,5.206,5.529,6.006,6.065,6.252,6.641,6.951,7.168,8.302,8.404,5.127,5.705,3.754,6.149,11.372,2.172,0.031,0.013,-42.452,0.165,2.296,0.038,0.011,-92.518,0.214,3.009,0.009,0.008,-53.435,0.366,3.128,0.024,0.006,-148.388,0.558,3.163,0.011,0.008,-49.898,0.409,3.32,0.01,0.007,-61.721,0.469,3.399,0.007,0.007,-40.279,0.457,4.08,0.004,0.008,-37.772,0.489,4.213,0.007,0.005,-106.085,0.802,4.287,0.011,0.007,-91.977,0.589,4.358,0.159,0.007,-80.036,0.654,4.726,0.009,0.009,-50.49,0.549,5.071,0.022,0.008,-53.664,0.615,5.206,0.009,0.007,-42.09,0.741,5.529,0.044,0.006,-117.24,0.969,6.006,0.007,0.008,-35.688,0.726,6.065,0.006,0.007,-38.336,0.857,6.252,0.006,0.006,-78.708,1.018,6.641,0.001,0.005,-75.867,1.313,6.951,0.006,0.003,-6.114,2.443,7.168,0.045,0.011,-25.034,0.624,8.302,0.005,0.007,-27.077,1.247,8.404,0.005,0.01,-19.467,0.872,5.127,0.003,0.004,-88.455,1.311,5.705,0.011,0.007,-102.757,0.876,3.754,0.148,0.008,-75.634,0.486,6.149,0.004,0.005,-68.837,1.227,11.372,0.042,0.013,-18.551,0.879
110,4798,45559317_1450,5/23/2023 2:46,25.1,2,QPLog 10-1631 (16) rev18,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,400_LA (new),none,,,12,2012,Pass,,,2.175,2.293,3.013,3.131,3.162,3.322,3.4,4.081,4.216,4.293,4.367,4.729,5.081,5.211,5.535,6.012,6.073,6.259,6.647,6.98,7.179,8.324,8.416,5.131,0,3.759,6.155,11.38,2.175,0.293,0.008,-16.685,0.263,2.293,0.294,0.005,-19.511,0.457,3.013,0.177,0.008,-81.024,0.369,3.131,0.263,0.006,-140.868,0.482,3.162,0.167,0.008,-79.086,0.406,3.322,0.134,0.006,-130.215,0.567,3.4,0.119,0.007,-72.168,0.51,4.081,0.052,0.006,-129.895,0.651,4.216,0.076,0.007,-149.44,0.62,4.293,0.166,0.007,-143.159,0.619,4.367,0.288,0.008,-97.078,0.522,4.729,0.155,0.008,-78.978,0.627,5.081,0.288,0.008,-70.87,0.657,5.211,0.125,0.005,-88.583,0.967,5.535,0.123,0.006,-161.33,0.954,6.012,0.142,0.007,-140.695,0.857,6.073,0.178,0.006,-94.201,1.022,6.259,0.168,0.005,-175.191,1.178,6.647,0.024,0.008,-46.98,0.881,6.98,0.03,0.01,-62.396,0.666,7.179,0.191,0.008,-69.881,0.915,8.324,0.046,0.01,-44.871,0.859,8.416,0.057,0.01,-44.148,0.857,5.131,0.037,0.002,-154.016,2.132,0,0,0,0,0,3.759,0.155,0.005,-88.868,0.746,6.155,0.053,0.006,-144.388,1.014,11.38,0.009,0.006,-12.704,1.95
23,5394,44945716_1450,6/24/2022 21:59,26.9,2,,TRUE,,GD,No Defect,Pass,Pass,Green,Pass,Pass,Green,Pass,200_LA (old),none,,,2,2014,Pass,,,2.19,2.309,3.023,3.138,3.159,3.322,3.393,4.068,4.214,4.273,4.349,4.714,5.063,5.198,5.525,6,6.061,6.253,6.643,6.959,7.159,8.297,8.415,5.126,5.703,3.76,6.146,11.366,2.19,0.116,0.007,-33.3,0.3,2.309,0.126,0.014,-22.645,0.163,3.023,0.039,0.007,-95.534,0.456,3.138,0.085,0.005,-191.869,0.579,3.159,0.04,0.006,-113.275,0.556,3.322,0.037,0.006,-108.5,0.55,3.393,0.02,0.008,-68.669,0.419,4.068,0.022,0.005,-124.571,0.757,4.214,0.021,0.007,-216.26,0.623,4.273,0.037,0.006,-151.409,0.708,4.349,0.068,0.006,-134.79,0.705,4.714,0.032,0.007,-118.566,0.717,5.063,0.065,0.009,-61.422,0.56,5.198,0.036,0.003,-148.19,2.046,5.525,0.021,0.005,-202.216,1.119,6,0.054,0.006,-138.714,0.935,6.061,0.031,0.004,-141.979,1.382,6.253,0.033,0.005,-173.186,1.196,6.643,0.007,0.008,-45.114,0.847,6.959,0.004,0.005,-38.492,1.471,7.159,0.047,0.009,-58.233,0.81,8.297,0.02,0.009,-47.867,0.924,8.415,0.132,0.009,-61.084,0.973,5.126,0.013,0.004,-196.475,1.454,5.703,0.005,0.004,-117.879,1.435,3.76,0.05,0.007,-76.556,0.531,6.146,0.023,0.004,-129.284,1.559,11.366,0.009,0.015,-13.927,0.771
86,5394,45481222_1450,4/12/2023 22:27,26,2,QPLog 10-1631 (16) rev15,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,300_FW,none,,,12,2014,Pass,,,2.164,2.32,3.021,3.135,3.158,3.322,3.392,4.066,4.214,4.27,4.346,4.712,5.057,5.195,5.524,5.996,6.061,6.25,6.642,6.958,7.153,8.292,8.411,5.125,5.703,3.757,6.133,11.361,2.164,0.3,0.007,-10.92,0.31,2.32,0.204,0.004,-4.229,0.648,3.021,0.098,0.006,-111.001,0.484,3.135,0.187,0.007,-134.03,0.48,3.158,0.088,0.006,-116.851,0.517,3.322,0.091,0.008,-97.192,0.412,3.392,0.046,0.007,-78.87,0.508,4.066,0.053,0.006,-112.945,0.654,4.214,0.052,0.005,-248.14,0.784,4.27,0.081,0.007,-149.163,0.649,4.346,0.108,0.007,-124.818,0.65,4.712,0.059,0.008,-114.907,0.625,5.057,0.106,0.01,-52.405,0.507,5.195,0.069,0.006,-104.894,0.845,5.524,0.051,0.005,-166.123,1.049,5.996,0.115,0.006,-136.497,0.967,6.061,0.009,0.004,-148.747,1.499,6.25,0.058,0.005,-191.357,1.224,6.642,0.016,0.008,-44.502,0.823,6.958,0.007,0.005,-46.364,1.274,7.153,0.064,0.008,-60.054,0.868,8.292,0.016,0.009,-45.046,0.893,8.411,0.008,0.009,-37.413,0.933,5.125,0.024,0.004,-197.403,1.309,5.703,0.008,0.009,-67.384,0.666,3.757,0.078,0.006,-76.315,0.626,6.133,0.021,0.005,-148.758,1.317,11.361,0.005,0.016,-12.174,0.711
26,5482,44860019_1450,5/25/2022 0:34,25.2,2,QPLog 10-1631 (16) rev11,TRUE,,UN,,Not Done,Not Done,,Not Done,Pass,,Not Done,300_FW,,,,0,0,Pass,,,2.19,2.313,2.995,3.115,3.153,3.32,3.392,4.065,4.207,4.28,4.361,4.717,5.057,5.195,5.514,5.99,6.067,6.247,6.605,6.93,7.155,8.287,8.358,5.118,5.701,3.742,6.134,11.345,2.19,0.094,0.005,-15.81,0.436,2.313,0.092,0.007,-23.921,0.325,2.995,0.027,0.008,-115.772,0.395,3.115,0.041,0.005,-192.74,0.574,3.153,0.036,0.006,-107.952,0.507,3.32,0.021,0.006,-107.266,0.567,3.392,0.01,0.009,-48.944,0.381,4.065,0.013,0.006,-97.271,0.626,4.207,0.015,0.005,-197.449,0.777,4.28,0.015,0.007,-124.53,0.637,4.361,0.022,0.006,-116.028,0.673,4.717,0.018,0.007,-98.275,0.692,5.057,0.03,0.008,-75.599,0.666,5.195,0.016,0.007,-68.808,0.744,5.514,0.012,0.005,-150.368,1.132,5.99,0.027,0.006,-151.391,1.034,6.067,0.016,0.006,-138.588,1.057,6.247,0.018,0.005,-167.519,1.168,6.605,0.004,0.008,-41.046,0.855,6.93,0.003,0.004,-41.73,1.658,7.155,0.021,0.008,-61.912,0.88,8.287,0.004,0.008,-24.453,0.985,8.358,0.047,0.009,-44.554,0.916,5.118,0.008,0.004,-194.193,1.208,5.701,0.016,0.008,-45.6,0.723,3.742,0.018,0.005,-85.04,0.823,6.134,0.009,0.003,-148.528,1.817,11.345,0.005,0.013,-14.26,0.849
65,5482,45397471_1450,2/24/2023 21:47,20.5,2,QPLog 10-1631 (16) rev14,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,200_LA (old),none,,,4,2014,Pass,,,2.164,2.301,2.995,3.114,3.154,3.319,3.39,4.065,4.208,4.28,4.363,4.717,5.059,5.224,5.514,5.997,6.068,6.245,6.614,6.92,7.154,8.297,8.355,5.121,5.699,3.743,6.123,11.349,2.164,0.109,0.003,-22.254,0.678,2.301,0.343,0.009,-35.278,0.259,2.995,0.151,0.009,-72.669,0.343,3.114,0.107,0.006,-205.552,0.557,3.154,0.204,0.007,-96.368,0.451,3.319,0.075,0.006,-134.025,0.552,3.39,0.052,0.007,-54.108,0.462,4.065,0.067,0.006,-113.874,0.667,4.208,0.048,0.005,-191.204,0.797,4.28,0.053,0.007,-114.181,0.6,4.363,0.058,0.007,-117.768,0.655,4.717,0.051,0.008,-77.041,0.605,5.059,0.088,0.009,-50.475,0.535,5.224,0.033,0.005,-133.138,1.073,5.514,0.06,0.005,-143.048,1.118,5.997,0.06,0.004,-180.034,1.465,6.068,0.029,0.006,-145.723,1.05,6.245,0.057,0.006,-174.128,1.127,6.614,0.009,0.002,-16.944,3.918,6.92,0.03,0.008,-81.337,0.881,7.154,0.069,0.007,-80.447,0.97,8.297,0.011,0.005,-59.092,1.566,8.355,0.06,0.008,-66.322,0.995,5.121,0.02,0.006,-151.489,0.902,5.699,0.014,0.005,-109.095,1.05,3.743,0.203,0.006,-104.622,0.6,6.123,0.024,0.004,-114.008,1.375,11.349,0.001,0.009,-10.942,1.212
10,6139,44845047_1450,4/26/2022 20:20,23.3,2,QPLog 10-1631 (16) rev5,TRUE,,GD,No Defect,Not Done,Not Done,Green,Not Done,Pass,Green,Not Done,100_LVL (old),none,,,4,2015,Pass,,,2.177,2.295,3.026,3.136,3.168,3.312,3.394,4.064,4.195,4.269,4.347,4.718,5.054,5.192,5.524,5.985,6.051,6.257,6.644,6.986,7.164,8.306,8.41,5.106,5.698,3.76,6.128,11.372,2.177,0.031,0.011,-40.485,0.192,2.295,0.027,0.014,-67.899,0.169,3.026,0.008,0.008,-38.648,0.377,3.136,0.024,0.007,-86.881,0.469,3.168,0.008,0.003,-196.381,0.96,3.312,0.011,0.007,-61.769,0.464,3.394,0.004,0.01,-25.964,0.337,4.064,0.006,0.007,-29.538,0.542,4.195,0.007,0.006,-99.997,0.646,4.269,0.006,0.008,-59.63,0.555,4.347,0.099,0.007,-60.799,0.609,4.718,0.005,0.01,-37.961,0.471,5.054,0.015,0.009,-41.871,0.549,5.192,0.073,0.008,-42.068,0.65,5.524,0.007,0.003,-110.499,2.157,5.985,0.005,0.008,-32.891,0.785,6.051,0.005,0.005,-26.403,1.297,6.257,0.033,0.008,-57.134,0.811,6.644,0.001,0.005,-87.623,1.301,6.986,0.011,0.009,-41.166,0.797,7.164,0.039,0.012,-22.299,0.621,8.306,0.006,0.004,-12.655,1.958,8.41,0.004,0.014,-15.042,0.595,5.106,0.003,0.004,-98.588,1.218,5.698,0.012,0.007,-68.566,0.847,3.76,0.019,0.006,-81.075,0.592,6.128,0.002,0.005,-104.612,1.312,11.372,0.003,0.01,-19.938,1.128
88,6139,45483807_1450,4/13/2023 19:36,25.9,2,QPLog 10-1631 (16) rev15,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,300_FW,none,,,4,2015,Pass,,,2.165,2.311,3.03,3.14,3.159,3.316,3.393,4.064,4.197,4.273,4.35,4.718,5.059,5.196,5.526,5.99,6.057,6.261,6.652,6.992,7.171,8.314,8.418,5.109,5.701,3.76,6.135,11.371,2.165,0.198,0.003,-2.091,0.692,2.311,0.263,0.013,-12.552,0.184,3.03,0.089,0.013,-67.305,0.226,3.14,0.227,0.007,-128.171,0.48,3.159,0.024,0.002,-269.565,1.368,3.316,0.117,0.006,-124.768,0.561,3.393,0.048,0.007,-76.098,0.52,4.064,0.057,0.005,-145.063,0.805,4.197,0.056,0.006,-208.705,0.721,4.273,0.079,0.006,-189.409,0.73,4.35,0.086,0.006,-105.253,0.692,4.718,0.064,0.007,-104.978,0.647,5.059,0.114,0.009,-59.863,0.555,5.196,0.079,0.006,-99.182,0.871,5.526,0.045,0.003,-196.378,1.6,5.99,0.087,0.005,-217.618,1.131,6.057,0.09,0.006,-122.195,1.022,6.261,0.063,0.006,-140.522,1.056,6.652,0.024,0.006,-97.267,1.1,6.992,0.013,0.009,-55.322,0.801,7.171,0.077,0.008,-75.165,0.864,8.314,0.015,0.011,-32.448,0.77,8.418,0.015,0.011,-32.795,0.736,5.109,0.023,0.004,-212.939,1.261,5.701,0.013,0.006,-98.279,0.891,3.76,0.088,0.009,-50.493,0.42,6.135,0.005,0.005,-105.663,1.27,11.371,0.004,0.009,-15.71,1.238
11,6141,44845052_1450,4/26/2022 18:06,24.7,2,QPLog 10-1631 (16) rev5,TRUE,,GD,No Defect,Not Done,Not Done,Green,Not Done,Pass,Green,Not Done,100_LVL (old),none,,,4,2015,Fail,,,2.161,2.28,3,3.112,3.144,3.285,3.379,4.042,4.157,4.24,4.312,4.684,5.017,5.167,5.487,5.938,6.011,6.223,6.609,6.94,7.121,8.254,8.369,5.085,5.663,3.728,6.107,11.302,2.161,0.027,0.011,-54.577,0.199,2.28,0.033,0.008,-78.965,0.275,3,0.008,0.008,-64.108,0.375,3.112,0.019,0.007,-95.423,0.477,3.144,0.008,0.005,-75.094,0.683,3.285,0.009,0.007,-53.994,0.463,3.379,0.005,0.008,-33.901,0.416,4.042,0.004,0.002,-49.858,2.21,4.157,0.007,0.006,-103.972,0.64,4.24,0.007,0.006,-58.918,0.731,4.312,0.15,0.006,-92.09,0.769,4.684,0.008,0.008,-58.421,0.564,5.017,0.022,0.008,-56.206,0.629,5.167,0.009,0.007,-31.44,0.716,5.487,0.003,0.006,-89.473,0.88,5.938,0.006,0.006,-54.583,1.032,6.011,0.007,0.008,-20.962,0.712,6.223,0.006,0.006,-73.086,1.006,6.609,0.001,0.005,-67.96,1.387,6.94,0.011,0.009,-43.281,0.745,7.121,0.032,0.016,-13.896,0.444,8.254,0.007,0.013,-10.604,0.635,8.369,0.005,0.009,-25.551,0.958,5.085,0.004,0.006,-108.75,0.818,5.663,0.01,0.008,-58.583,0.71,3.728,0.014,0.007,-55.396,0.499,6.107,0.003,0.006,-79.12,0.997,11.302,0.004,0.01,-11.458,1.103
89,6141,45427917_1450,3/13/2023 20:58,22.6,2,QPLog 10-1631 (16) rev14,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,200_LA (old),none,,,4,2015,Pass,,,2.17,2.313,3.015,3.134,3.162,3.309,3.397,4.066,4.184,4.276,4.341,4.71,5.05,5.198,5.518,5.976,6.049,6.259,6.645,6.984,7.165,8.307,8.42,5.101,5.7,3.755,6.144,11.372,2.17,0.095,0.003,-29.982,0.719,2.313,0.172,0.011,-30.899,0.208,3.015,0.122,0.009,-41.444,0.346,3.134,0.17,0.006,-198.824,0.549,3.162,0.211,0.004,-144.139,0.811,3.309,0.082,0.008,-88.721,0.415,3.397,0.061,0.007,-76.797,0.502,4.066,0.066,0.006,-121.122,0.674,4.184,0.045,0.007,-156.298,0.568,4.276,0.061,0.007,-137.673,0.645,4.341,0.088,0.006,-112.317,0.733,4.71,0.081,0.008,-118.977,0.569,5.05,0.098,0.008,-61.725,0.617,5.198,0.014,0.004,-119.169,1.249,5.518,0.071,0.005,-140.972,1.101,5.976,0.053,0.006,-186.294,1.027,6.049,0.063,0.007,-117.246,0.878,6.259,0.057,0.006,-163.462,1.106,6.645,0.043,0.006,-114.739,1.141,6.984,0.057,0.007,-94.374,0.989,7.165,0.069,0.007,-82.207,0.974,8.307,0.012,0.012,-28.393,0.703,8.42,0.056,0.008,-87.98,1.116,5.101,0.01,0.002,-24.193,3.185,5.7,0.018,0.006,-115.855,0.908,3.755,0.218,0.008,-85.234,0.486,6.144,0.03,0.006,-99.388,1.117,11.372,0.003,0.012,-17.927,0.945
42,6144,44969859_1450,7/6/2022 21:48,25.4,2,,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,200_LA (old),none,,,4,2015,Pass,,,2.192,2.314,3.026,3.141,3.165,3.311,3.398,4.064,4.19,4.269,4.341,4.715,5.062,5.196,5.524,5.986,6.049,6.256,6.644,6.986,7.17,8.312,8.421,5.116,5.697,3.763,6.138,11.359,2.192,0.167,0.004,-57.857,0.584,2.314,0.221,0.012,-43.855,0.2,3.026,0.042,0.008,-76.382,0.396,3.141,0.112,0.005,-211.396,0.587,3.165,0.061,0.004,-188.44,0.791,3.311,0.046,0.006,-110.072,0.539,3.398,0.026,0.007,-92.568,0.511,4.064,0.027,0.005,-125.861,0.808,4.19,0.023,0.006,-168.937,0.666,4.269,0.034,0.005,-165.423,0.78,4.341,0.066,0.006,-101.442,0.761,4.715,0.037,0.007,-109.341,0.646,5.062,0.082,0.008,-67.741,0.602,5.196,0.053,0.005,-121.324,1.034,5.524,0.025,0.006,-147.536,0.971,5.986,0.039,0.005,-207.829,1.097,6.049,0.075,0.006,-124.68,0.978,6.256,0.043,0.005,-168.411,1.188,6.644,0.007,0.008,-47.133,0.8,6.986,0.008,0.008,-50.973,0.906,7.17,0.044,0.007,-62.526,0.987,8.312,0.019,0.009,-37.756,0.888,8.421,0.021,0.009,-62.083,0.926,5.116,0.007,0.002,-60.779,2.827,5.697,0.005,0.005,-84.031,1.096,3.763,0.051,0.004,-108.974,0.993,6.138,0.02,0.006,-143.637,1.099,11.359,0.015,0.012,-23.074,0.918
142,6144,45790264_1450,9/20/2023 19:46,24.1,2,QPLog 10-1631 (16) rev16,TRUE,,GD,No Defect,Not Done,Pass,,Not Done,Pass,,Pass,300_FW,none,0,,0,0,Pass,,,2.166,2.313,3.024,3.138,3.159,3.31,3.397,4.065,4.193,4.269,4.333,4.715,5.055,5.195,5.524,5.987,6.046,6.256,6.648,6.987,7.167,8.311,8.42,0,5.698,3.755,6.139,11.36,2.166,0.258,0.01,-9.89,0.209,2.313,0.243,0.022,-10.26,0.106,3.024,0.083,0.006,-78.723,0.499,3.138,0.19,0.006,-140.763,0.53,3.159,0.064,0.007,-96.705,0.483,3.31,0.092,0.006,-100.131,0.522,3.397,0.033,0.008,-50.208,0.445,4.065,0.048,0.007,-93.526,0.601,4.193,0.049,0.005,-258.471,0.802,4.269,0.072,0.006,-211.75,0.717,4.333,0.104,0.006,-169.844,0.746,4.715,0.058,0.007,-115.68,0.64,5.055,0.119,0.008,-59.471,0.599,5.195,0.072,0.007,-79.337,0.727,5.524,0.049,0.005,-163.549,1.066,5.987,0.083,0.006,-163.637,1.041,6.046,0.098,0.006,-146.953,1.081,6.256,0.056,0.006,-147.003,1.12,6.648,0.018,0.007,-57.789,0.96,6.987,0.012,0.008,-60.855,0.839,7.167,0.081,0.007,-79.257,0.966,8.311,0.013,0.013,-27.902,0.654,8.42,0.013,0.008,-58.418,1.024,0,0,0,0,0,5.698,0.008,0.007,-89.271,0.866,3.755,0.083,0.005,-44.443,0.712,6.139,0.025,0.005,-118.21,1.328,11.36,0.006,0.011,-22.501,1.011
66,6146,45367655_1450,2/10/2023 22:43,24.1,2,QPLog 10-1631 (16) rev14,TRUE,,GD,,,,,,Pass,,,300_FW,,,,,,Pass,,,2.185,2.308,3.028,3.141,0,3.318,3.4,4.07,4.201,4.275,4.352,4.72,5.064,5.199,5.529,5.997,6.056,6.262,6.651,6.996,7.175,8.32,8.429,5.114,5.716,3.766,6.145,11.372,2.185,0.381,0.009,-35.363,0.253,2.308,0.428,0.01,-49.758,0.227,3.028,0.066,0.006,-94.787,0.5,3.141,0.199,0.006,-148.361,0.531,0,0,0,0,0,3.318,0.093,0.006,-114.477,0.537,3.4,0.033,0.011,-36.728,0.32,4.07,0.051,0.008,-105.563,0.522,4.201,0.047,0.005,-247.927,0.805,4.275,0.074,0.006,-175.806,0.765,4.352,0.086,0.006,-140.031,0.738,4.72,0.067,0.007,-118.613,0.719,5.064,0.106,0.009,-65.975,0.591,5.199,0.066,0.009,-69.099,0.594,5.529,0.039,0.006,-129.097,0.905,5.997,0.075,0.006,-159.886,1.054,6.056,0.085,0.006,-104.276,0.951,6.262,0.058,0.005,-153.54,1.158,6.651,0.016,0.007,-73.784,0.962,6.996,0.01,0.009,-48.792,0.763,7.175,0.069,0.008,-73.929,0.896,8.32,0.01,0.012,-21.477,0.676,8.429,0.012,0.01,-40.544,0.833,5.114,0.031,0.006,-167.96,0.896,5.716,0.001,0.001,-187.694,4.454,3.766,0.077,0.006,-75.504,0.596,6.145,0.004,0.003,-73.111,1.779,11.372,0.003,0.011,-17.308,1.027
147,6146,45870905_1450,10/30/2023 19:38,24.5,2,QPLog 10-1631 (16) rev16,TRUE,,GD,No Defect,Pass,Pass,,Not Done,Pass,,Pass,300_FW,none,0,,4,2015,Pass,,,2.145,2.316,3.027,3.138,3.161,3.315,3.397,4.064,4.198,4.273,4.349,4.715,5.061,5.197,5.526,5.995,6.052,6.257,6.647,6.992,7.17,8.316,8.423,0,5.702,3.764,6.143,11.366,2.145,0.225,0.003,-9.066,0.631,2.316,0.227,0.019,-11.177,0.121,3.027,0.09,0.007,-71.122,0.404,3.138,0.206,0.007,-120.788,0.48,3.161,0.027,0.004,-173.387,0.71,3.315,0.094,0.007,-85.771,0.466,3.397,0.042,0.008,-58.719,0.436,4.064,0.043,0.006,-86.222,0.631,4.198,0.043,0.006,-229.778,0.71,4.273,0.075,0.006,-178.827,0.68,4.349,0.075,0.006,-137.552,0.738,4.715,0.052,0.009,-79.153,0.521,5.061,0.121,0.008,-67.81,0.622,5.197,0.084,0.009,-64.45,0.596,5.526,0.036,0.005,-159.161,1.049,5.995,0.088,0.006,-224.945,1.065,6.052,0.095,0.006,-108.872,0.97,6.257,0.061,0.006,-143.391,1.096,6.647,0.022,0.007,-74.542,0.997,6.992,0.012,0.009,-57.253,0.757,7.17,0.068,0.008,-77.7,0.951,8.316,0.011,0.009,-36.493,0.922,8.423,0.017,0.012,-30.34,0.73,0,0,0,0,0,5.702,0.013,0.006,-147.44,1.017,3.764,0.071,0.007,-34.595,0.573,6.143,0.011,0.004,-81.041,1.613,11.366,0.004,0.014,-14.462,0.815
54,6147,45208093_1450,11/12/2022 0:50,23.8,2,QPLog 10-1631 (16) rev12,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,200_LA (old),none,,,4,2015,Pass,,,2.163,2.3,3.031,3.138,3.169,3.309,3.393,4.06,4.189,4.265,4.339,4.712,5.05,5.191,5.519,5.98,6.043,6.256,6.649,6.992,7.162,8.304,8.421,5.114,5.694,3.762,6.134,11.362,2.163,0.271,0.009,-12.241,0.234,2.3,0.305,0.006,-22.327,0.413,3.031,0.104,0.008,-47.719,0.391,3.138,0.342,0.006,-164.331,0.52,3.169,0.021,0.003,-304.762,1.193,3.309,0.145,0.006,-132.945,0.562,3.393,0.063,0.009,-47.262,0.373,4.06,0.077,0.006,-122.359,0.64,4.189,0.067,0.006,-146.473,0.696,4.265,0.101,0.005,-176.09,0.892,4.339,0.148,0.007,-110.711,0.633,4.712,0.096,0.007,-114.136,0.663,5.05,0.187,0.008,-73.153,0.647,5.191,0.08,0.007,-80.828,0.748,5.519,0.05,0.006,-144.838,0.888,5.98,0.126,0.006,-171.457,1.014,6.043,0.138,0.008,-70.508,0.783,6.256,0.101,0.006,-137.807,1.082,6.649,0.034,0.006,-58.328,1.087,6.992,0.025,0.009,-59.265,0.787,7.162,0.143,0.008,-65.648,0.864,8.304,0.043,0.009,-47.333,0.888,8.421,0.042,0.009,-50.576,0.942,5.114,0.017,0.003,-128.458,1.6,5.694,0.02,0.009,-70.756,0.664,3.762,0.157,0.006,-83.282,0.632,6.134,0.053,0.006,-152.993,1.073,11.362,0.002,0.003,-6.111,3.974
