DB Index,Part Name,Batch Name,Log Date,Temp,PTI State,Comment,Ref,VIPR Code/Note,Part Class,Critical Defect,Dimensional,EC,Failure Type,LPI,Picked,SubGroup,Visual,intSite,Fail Reason,NDT_Comment,Tracker Result,MfgMonth,MfgYear (YY),Result,MTS,Bias,%Error,Freq 2,Freq 3,Freq 6,Freq 7,Freq 8,Freq 11,Freq 14,Freq 15,Freq 18,Freq 21,Freq 26,Freq 1,Amp 1,ZW 1,D2 1,Q 1,Freq 2,Amp 2,ZW 2,D2 2,Q 2,Freq 3,Amp 3,ZW 3,D2 3,Q 3,Freq 4,Amp 4,ZW 4,D2 4,Q 4,Freq 5,Amp 5,ZW 5,D2 5,Q 5,Freq 6,Amp 6,ZW 6,D2 6,Q 6,Freq 7,Amp 7,ZW 7,D2 7,Q 7,Freq 8,Amp 8,ZW 8,D2 8,Q 8,Freq 9,Amp 9,ZW 9,D2 9,Q 9,Freq 10,Amp 10,ZW 10,D2 10,Q 10,Freq 11,Amp 11,ZW 11,D2 11,Q 11,Freq 12,Amp 12,ZW 12,D2 12,Q 12,Freq 13,Amp 13,ZW 13,D2 13,Q 13,Freq 14,Amp 14,ZW 14,D2 14,Q 14,Freq 15,Amp 15,ZW 15,D2 15,Q 15,Freq 16,Amp 16,ZW 16,D2 16,Q 16,Freq 17,Amp 17,ZW 17,D2 17,Q 17,Freq 18,Amp 18,ZW 18,D2 18,Q 18,Freq 19,Amp 19,ZW 19,D2 19,Q 19,Freq 20,Amp 20,ZW 20,D2 20,Q 20,Freq 21,Amp 21,ZW 21,D2 21,Q 21,Freq 22,Amp 22,ZW 22,D2 22,Q 22,Freq 23,Amp 23,ZW 23,D2 23,Q 23,Freq 24,Amp 24,ZW 24,D2 24,Q 24,Freq 25,Amp 25,ZW 25,D2 25,Q 25,Freq 26,Amp 26,ZW 26,D2 26,Q 26,Freq 27,Amp 27,ZW 27,D2 27,Q 27,Freq 28,Amp 28,ZW 28,D2 28,Q 28,,,,,,,,,,,
57,8060,45278392_1450,12/27/2022 20:51,20.5,2,QPLog 10-1631 (16) rev15,TRUE,,GD,No Defect,Not Done,Pass,Green,Not Done,Pass,Green,Pass,110_LVL (new),none,,,8,2017,Pass,0,0,,2.186,2.311,3.018,3.131,3.166,3.314,3.404,4.078,4.2,4.293,4.367,0.834,-0.226,-0.373,0.519,0.493,0.613,0.279,0.739,0.242,1.255,-0.357,2.186,0.097,0.003,-13.293,0.667,2.311,0.264,0.012,-15.233,0.198,3.018,0.102,0.01,-62.453,0.303,3.131,0.213,0.006,-195.152,0.551,3.166,0.188,0.01,-52.564,0.303,3.314,0.134,0.009,-97.747,0.386,3.404,0.055,0.005,-40.737,0.743,4.078,0.067,0.006,-136.052,0.676,4.2,0.076,0.006,-211.958,0.747,4.293,0.085,0.006,-169.511,0.694,4.367,0.143,0.006,-102.13,0.674,4.737,0.11,0.006,-102.629,0.732,5.077,0.193,0.009,-64.337,0.558,5.206,0.089,0.007,-92.294,0.763,5.54,0.051,0.007,-89.094,0.739,6,0.083,0.006,-190.579,1.017,6.074,0.131,0.007,-98.896,0.891,6.264,0.074,0.006,-108.576,0.978,6.638,0.019,0.008,-36.902,0.824,6.949,0.014,0.003,-10.886,2.394,7.19,0.125,0.008,-70.289,0.911,8.33,0.017,0.007,-17.857,1.151,8.405,0.042,0.009,-36.268,0.926,5.131,0.029,0.003,-241.947,1.688,5.704,0.007,0.007,-106.928,0.825,3.754,0.157,0.007,-124.143,0.506,6.151,0.036,0.006,-106.053,1.017,11.425,0.003,0.01,-15.94,1.096
58,8063,45245342_1450,12/7/2022 23:44,24.9,2,QPLog 10-1631 (16) rev14,FALSE,,GD,No Defect,Not Done,Pass,Green,Not Done,Pass,Green,Pass,110_LVL (new),none,,,8,2017,Pass,0,0,,2.185,2.311,3.016,3.128,3.16,3.322,3.396,4.072,4.221,4.285,4.357,0.888,-0.454,0.52,0.034,0.181,-0.022,0.041,-0.131,-0.344,-0.229,-0.835,2.185,0.012,0.003,-48.202,0.69,2.311,0.014,0.004,-35.084,0.54,3.016,0.013,0.006,-92.16,0.511,3.128,0.023,0.005,-151.537,0.58,3.16,0.015,0.011,-58.82,0.28,3.322,0.014,0.008,-117.398,0.435,3.396,0.007,0.006,-58.633,0.574,4.072,0.006,0.006,-86.608,0.632,4.221,0.008,0.006,-173.916,0.685,4.285,0.014,0.006,-108.37,0.733,4.357,0.017,0.007,-76.173,0.666,4.717,0.013,0.007,-65.448,0.658,5.072,0.023,0.008,-54.409,0.651,5.201,0.011,0.005,-97.46,1.117,5.525,0.062,0.007,-114.275,0.818,6.005,0.017,0.006,-81.855,0.933,6.071,0.009,0.005,-171.863,1.104,6.251,0.008,0.007,-74.412,0.943,6.631,0.002,0.006,-34.684,1.067,6.975,0.032,0.008,-82.005,0.926,7.161,0.151,0.008,-67.52,0.891,8.292,0.004,0.009,-34.01,0.898,8.389,0.038,0.01,-46.407,0.86,5.137,0.003,0.005,-121.218,1.067,5.706,0.014,0.008,-66.665,0.723,3.749,0.013,0.007,-87.332,0.549,6.144,0.005,0.005,-87.611,1.17,11.373,0.002,0.004,-17.379,2.717
59,e0632,45247929_355,12/7/2022 22:03,24.7,2,QPLog 10-1631 (16) rev14,FALSE,,GD,No Defect,Not Done,Pass,Green,Not Done,Pass,Green,Pass,110_LVL (new),none,,,2,2020,Pass,0,0,,2.183,2.289,3.027,3.138,3.161,3.313,3.405,4.068,4.198,4.28,4.355,-1.525,0.525,-0.408,0.534,-0.002,-0.099,0.13,-0.073,0.358,0.148,0.09,2.183,0.016,0.004,-63.502,0.517,2.289,0.04,0.013,-30.702,0.181,3.027,0.017,0.006,-105.678,0.499,3.138,0.026,0.006,-162.871,0.532,3.161,0.006,0.003,-55.779,1.032,3.313,0.014,0.006,-106.976,0.548,3.405,0.012,0.005,-65.925,0.623,4.068,0.004,0.006,-93.32,0.728,4.198,0.008,0.005,-152.318,0.807,4.28,0.014,0.005,-130.145,0.783,4.355,0.024,0.008,-75.033,0.518,4.718,0.019,0.007,-82.722,0.725,5.068,0.033,0.011,-46.68,0.477,5.203,0.012,0.006,-94.649,0.906,5.526,0.015,0.006,-118.706,0.961,5.991,0.017,0.006,-158.335,0.966,6.061,0.025,0.006,-109.615,1.075,6.267,0.012,0.008,-78.1,0.831,6.652,0.003,0.007,-33.527,0.998,6.992,0.003,0.008,-34.442,0.844,7.168,0.017,0.009,-57.906,0.822,8.309,0.003,0.006,-44.923,1.385,8.429,0.005,0.009,-49.333,0.908,5.128,0.006,0.003,-184.48,1.65,5.702,0.013,0.009,-41.325,0.648,3.758,0.016,0.004,-122.727,1,6.149,0.005,0.006,-106.631,1.105,11.374,0.005,0.012,-16.677,0.94
60,e0632,45247929_355,12/7/2022 21:25,25.3,2,QPLog 10-1631 (16) rev14,FALSE,,GD,No Defect,Not Done,Pass,Green,Not Done,Pass,Green,Pass,110_LVL (new),none,,,2,2020,Pass,0,0,,2.181,2.297,2.999,3.127,3.168,3.316,3.406,4.081,4.211,4.28,4.338,-0.599,-1.94,-0.167,0.611,0.701,-1.119,0.479,-1.743,-0.492,-2.23,-1.518,2.181,0.031,0.007,-52.772,0.298,2.297,0.038,0.012,-58.068,0.197,2.999,0.009,0.007,-74.769,0.458,3.127,0.017,0.006,-171.748,0.555,3.168,0.012,0.007,-93.567,0.476,3.316,0.01,0.005,-109.692,0.604,3.406,0.005,0.008,-56.69,0.452,4.081,0.005,0.003,-117.019,1.337,4.211,0.007,0.006,-177.107,0.701,4.28,0.011,0.008,-115.153,0.534,4.338,0.139,0.007,-97.072,0.618,4.699,0.01,0.006,-107.45,0.832,5.047,0.019,0.008,-50.394,0.625,5.21,0.01,0.004,-132.028,1.245,5.498,0.052,0.005,-172.236,1.07,5.974,0.015,0.008,-62.438,0.786,6.051,0.007,0.005,-152.178,1.172,6.247,0.008,0.006,-104.067,0.985,6.643,0.002,0.007,-32.996,0.908,6.96,0.032,0.01,-50.536,0.722,7.121,0.105,0.009,-55.923,0.773,8.247,0.045,0.009,-41.894,0.934,8.392,0.019,0.011,-38.63,0.757,5.127,0.002,0.003,-127.51,1.6,5.684,0.008,0.005,-66.46,1.181,3.743,0.009,0.003,-106.255,1.268,6.142,0.005,0.004,-123.65,1.456,11.312,0.002,0.009,-16.397,1.289
61,4299,45293287_1450,1/7/2023 17:52,21,2,QPLog 10-1631 (16) rev14,FALSE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,200_LA (old),none,,,2,2012,Pass,0,0,,2.174,2.3,2.997,3.124,3.16,3.31,3.399,4.064,4.19,4.272,4.345,-0.351,-2.131,-0.717,0.215,-0.203,-0.676,-0.395,-1.178,-0.066,-0.996,-1.266,2.174,0.295,0.005,-10.266,0.411,2.3,0.526,0.016,-20.273,0.14,2.997,0.127,0.008,-66.191,0.378,3.124,0.2,0.006,-172.912,0.538,3.16,0.14,0.006,-111.749,0.494,3.31,0.143,0.006,-123.873,0.512,3.399,0.114,0.012,-36.646,0.289,4.064,0.03,0.007,-103.26,0.618,4.19,0.081,0.005,-234.35,0.765,4.272,0.2,0.006,-138.369,0.721,4.345,0.269,0.008,-83.722,0.566,4.711,0.165,0.008,-80.492,0.589,5.048,0.264,0.011,-43.305,0.469,5.192,0.069,0.008,-57.432,0.664,5.507,0.148,0.006,-97.971,0.848,5.978,0.156,0.007,-132.834,0.878,6.045,0.155,0.006,-122.732,0.968,6.257,0.133,0.006,-131.561,1.056,6.631,0.04,0.005,-72.751,1.233,6.961,0.022,0.01,-51.528,0.699,7.145,0.167,0.009,-56.698,0.831,8.28,0.035,0.01,-52.616,0.82,8.395,0.052,0.009,-50.052,0.929,5.115,0.033,0.003,-201.532,1.586,5.702,0.023,0.007,-87.366,0.822,3.745,0.162,0.004,-96.161,0.848,6.135,0.018,0.003,-73.276,1.897,11.322,0.003,0.004,-15.22,3.207
62,2247,45381444_1450,2/18/2023 3:25,23.9,2,QPLog 10-1631 (16) rev14,FALSE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,200_LA (old),none,,,1,2003,Pass,0,0,,2.216,2.304,3.018,3.124,3.149,3.338,3.379,4.06,4.244,4.285,4.384,0.082,-0.228,2.116,-0.971,-0.447,1.548,2.44,1.319,-0.522,1.291,-0.43,2.216,0.028,0.003,-36.596,0.683,2.304,0.161,0.004,-92.384,0.518,3.018,0.134,0.011,-37.87,0.276,3.124,0.126,0.006,-131.233,0.499,3.149,0.2,0.005,-133.56,0.632,3.338,0.053,0.007,-119.146,0.511,3.379,0.117,0.008,-63.775,0.417,4.06,0.047,0.007,-94.19,0.565,4.244,0.051,0.006,-168.934,0.666,4.285,0.111,0.006,-151.15,0.722,4.384,0.073,0.007,-104.853,0.63,4.731,0.025,0.006,-99.673,0.809,5.088,0.078,0.011,-37.15,0.465,5.25,0.032,0.006,-120.612,0.927,5.55,0.057,0.006,-105.023,0.943,6.04,0.015,0.006,-97.423,1.08,6.085,0.004,0.005,-52.342,1.314,6.247,0.052,0.006,-146.923,1.062,6.632,0.036,0.007,-81.475,0.972,6.958,0.043,0.008,-85.393,0.925,7.191,0.049,0.007,-103.181,1.077,8.303,0.007,0.008,-69.513,1.093,8.385,0.068,0.009,-61.08,0.967,5.152,0.016,0.005,-90.315,1.05,5.707,0.008,0.009,-102.058,0.641,3.753,0.09,0.002,-25.91,2.174,6.111,0.029,0.005,-194.531,1.247,11.413,0.004,0.004,-22.498,3.166
63,4258,45323100_1450,1/20/2023 18:52,24.4,2,QPLog 10-1631 (16) rev14,TRUE,,GD,No Defect,Not Done,Pass,Green,Not Done,Pass,Green,Pass,300_FW,none,,,0,0,Pass,0,0,,2.176,2.304,3.004,3.124,3.158,3.321,3.399,4.076,4.205,4.292,4.376,0.091,-1.488,0.417,0.213,0.43,1.124,0.305,0.195,0.082,0.417,-0.505,2.176,0.227,0.014,-35.056,0.159,2.304,0.402,0.009,-57.197,0.251,3.004,0.084,0.007,-87.588,0.452,3.124,0.121,0.006,-158.326,0.519,3.158,0.102,0.006,-109.816,0.515,3.321,0.081,0.007,-99.606,0.476,3.399,0.035,0.007,-68.918,0.48,4.076,0.05,0.006,-127.652,0.664,4.205,0.053,0.005,-225.845,0.794,4.292,0.054,0.006,-163.159,0.699,4.376,0.063,0.006,-119.244,0.684,4.732,0.061,0.007,-113.534,0.668,5.07,0.109,0.008,-74.218,0.611,5.207,0.071,0.006,-102.803,0.804,5.531,0.045,0.005,-171.039,1.092,5.992,0.064,0.006,-219.66,1.018,6.064,0.084,0.006,-126.176,0.987,6.261,0.064,0.005,-164.321,1.143,6.636,0.023,0.007,-95.168,1.004,6.961,0.012,0.008,-63.79,0.87,7.174,0.072,0.008,-64.609,0.851,8.297,0.003,0.006,-31.289,1.507,8.39,0.009,0.01,-31.771,0.853,5.116,0.024,0.004,-260.497,1.315,5.707,0.009,0.007,-141.804,0.859,3.752,0.056,0.008,-53.91,0.494,6.153,0.005,0.003,-124.923,2.051,11.375,0.005,0.012,-13.025,0.969
64,5482,45397471_1450,2/24/2023 21:34,20.1,2,QPLog 10-1631 (16) rev14,TRUE,,B3,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,200_LA (old),none,,,4,2014,Pass,0,0,,2.162,2.288,2.994,3.114,3.154,3.32,3.39,4.064,4.207,4.279,4.362,-1.603,-2.359,0.245,-0.334,-0.233,0.324,1.114,-0.826,-0.607,-0.582,-1.473,2.162,0.107,0.005,-30.56,0.473,2.288,0.109,0.009,-23.075,0.243,2.994,0.15,0.007,-76.392,0.433,3.114,0.101,0.006,-180.495,0.551,3.154,0.205,0.007,-101.327,0.422,3.32,0.072,0.006,-116.63,0.521,3.39,0.048,0.011,-41.526,0.31,4.064,0.062,0.007,-95.811,0.614,4.207,0.044,0.006,-188.985,0.727,4.279,0.048,0.008,-97.504,0.544,4.362,0.053,0.007,-126.262,0.639,4.716,0.043,0.009,-55.274,0.497,5.059,0.072,0.01,-44.69,0.49,5.223,0.033,0.006,-152.083,0.939,5.513,0.058,0.005,-131.3,1.152,5.997,0.059,0.004,-189.152,1.486,6.068,0.027,0.006,-119.882,1.032,6.245,0.052,0.005,-165.441,1.142,6.601,0.033,0.007,-84.628,0.992,6.921,0.028,0.008,-79.189,0.866,7.154,0.065,0.008,-79.801,0.95,8.297,0.01,0.005,-68.789,1.709,8.355,0.056,0.009,-62.876,0.964,5.119,0.02,0.005,-168.636,1.098,5.7,0.014,0.007,-76.806,0.87,3.743,0.193,0.007,-97.712,0.574,6.122,0.023,0.005,-104.889,1.286,11.34,0.001,0.003,-12.38,3.735
65,5482,45397471_1450,2/24/2023 21:47,20.5,2,QPLog 10-1631 (16) rev14,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,200_LA (old),none,,,4,2014,Pass,0,0,,2.164,2.301,2.995,3.114,3.154,3.319,3.39,4.065,4.208,4.28,4.363,-0.202,-2.263,0.21,-0.314,-0.173,0.363,1.165,-0.778,-0.579,-0.566,-1.473,2.164,0.109,0.003,-22.254,0.678,2.301,0.343,0.009,-35.278,0.259,2.995,0.151,0.009,-72.669,0.343,3.114,0.107,0.006,-205.552,0.557,3.154,0.204,0.007,-96.368,0.451,3.319,0.075,0.006,-134.025,0.552,3.39,0.052,0.007,-54.108,0.462,4.065,0.067,0.006,-113.874,0.667,4.208,0.048,0.005,-191.204,0.797,4.28,0.053,0.007,-114.181,0.6,4.363,0.058,0.007,-117.768,0.655,4.717,0.051,0.008,-77.041,0.605,5.059,0.088,0.009,-50.475,0.535,5.224,0.033,0.005,-133.138,1.073,5.514,0.06,0.005,-143.048,1.118,5.997,0.06,0.004,-180.034,1.465,6.068,0.029,0.006,-145.723,1.05,6.245,0.057,0.006,-174.128,1.127,6.614,0.009,0.002,-16.944,3.918,6.92,0.03,0.008,-81.337,0.881,7.154,0.069,0.007,-80.447,0.97,8.297,0.011,0.005,-59.092,1.566,8.355,0.06,0.008,-66.322,0.995,5.121,0.02,0.006,-151.489,0.902,5.699,0.014,0.005,-109.095,1.05,3.743,0.203,0.006,-104.622,0.6,6.123,0.024,0.004,-114.008,1.375,11.349,0.001,0.009,-10.942,1.212
66,6146,45367655_1450,2/10/2023 22:43,24.1,2,QPLog 10-1631 (16) rev14,FALSE,,GD,,,,,,Pass,,,300_FW,,,,,,Pass,0,0,,2.185,2.308,3.028,3.141,0,3.318,3.4,4.07,4.201,4.275,4.352,0.55,0.625,0.107,0.275,0.076,-0.311,-0.081,0.11,0.142,0.486,0.915,2.185,0.381,0.009,-35.363,0.253,2.308,0.428,0.01,-49.758,0.227,3.028,0.066,0.006,-94.787,0.5,3.141,0.199,0.006,-148.361,0.531,0,0,0,0,0,3.318,0.093,0.006,-114.477,0.537,3.4,0.033,0.011,-36.728,0.32,4.07,0.051,0.008,-105.563,0.522,4.201,0.047,0.005,-247.927,0.805,4.275,0.074,0.006,-175.806,0.765,4.352,0.086,0.006,-140.031,0.738,4.72,0.067,0.007,-118.613,0.719,5.064,0.106,0.009,-65.975,0.591,5.199,0.066,0.009,-69.099,0.594,5.529,0.039,0.006,-129.097,0.905,5.997,0.075,0.006,-159.886,1.054,6.056,0.085,0.006,-104.276,0.951,6.262,0.058,0.005,-153.54,1.158,6.651,0.016,0.007,-73.784,0.962,6.996,0.01,0.009,-48.792,0.763,7.175,0.069,0.008,-73.929,0.896,8.32,0.01,0.012,-21.477,0.676,8.429,0.012,0.01,-40.544,0.833,5.114,0.031,0.006,-167.96,0.896,5.716,0.001,0.001,-187.694,4.454,3.766,0.077,0.006,-75.504,0.596,6.145,0.004,0.003,-73.111,1.779,11.372,0.003,0.011,-17.308,1.027
67,6148,45322623_1450,1/19/2023 20:27,25,2,QPLog 10-1631 (16) rev14,FALSE,,GD,No Defect,Not Done,Pass,Green,Not Done,Pass,Green,Pass,300_FW,none,,,0,0,Pass,0,0,,2.184,2.305,3.026,3.136,0,3.314,3.397,4.064,4.194,4.275,4.354,0.277,0.438,-0.339,0.077,-0.223,-0.157,-0.119,-0.285,0.198,0.269,-0.217,2.184,0.327,0.011,-49.638,0.208,2.305,0.407,0.01,-67.967,0.237,3.026,0.072,0.007,-85.237,0.44,3.136,0.171,0.006,-153.424,0.525,0,0,0,0,0,3.314,0.08,0.007,-103.178,0.478,3.397,0.029,0.01,-59.505,0.34,4.064,0.047,0.007,-97.909,0.585,4.194,0.042,0.006,-178.04,0.708,4.275,0.063,0.007,-156.075,0.654,4.354,0.068,0.007,-105.689,0.657,4.716,0.054,0.01,-71.044,0.496,5.058,0.101,0.01,-50.331,0.493,5.198,0.067,0.009,-72.838,0.603,5.522,0.03,0.006,-127.298,0.952,5.989,0.084,0.005,-184.409,1.136,6.058,0.078,0.007,-99.551,0.908,6.263,0.059,0.006,-147.725,1.113,6.655,0.017,0.007,-80.631,0.984,6.992,0.01,0.009,-56.664,0.762,7.171,0.068,0.007,-88.201,0.956,8.316,0.011,0.011,-34.241,0.771,8.421,0.012,0.01,-38.18,0.861,5.121,0.012,0.003,-106.46,1.571,5.7,0.014,0.006,-116.863,0.959,3.755,0.067,0.006,-62.505,0.589,6.156,0.028,0.006,-123.611,1.08,11.377,0.005,0.011,-18.632,1.055
68,6200,45378459_1450,2/16/2023 18:25,24.3,2,QPLog 10-1631 (16) rev14,FALSE,,B3,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,300_FW,none,,,5,2015,Pass,0,0,,2.168,2.291,3.016,3.129,3.159,3.329,3.386,4.057,4.219,4.279,4.335,-1.288,-0.43,1.206,-0.591,-0.571,-1.28,-0.243,0.051,-0.492,0.219,-0.877,2.168,0.121,0.011,-29.24,0.206,2.291,0.13,0.009,-13.332,0.242,3.016,0.079,0.007,-94.999,0.416,3.129,0.158,0.006,-141.277,0.534,3.159,0.01,0.002,-252.583,1.275,3.329,0.091,0.006,-121.497,0.53,3.386,0.035,0.009,-60.921,0.396,4.057,0.042,0.007,-104.717,0.552,4.219,0.04,0.007,-164.859,0.648,4.279,0.076,0.005,-197.178,0.793,4.335,0.011,0.003,-51.239,1.381,4.72,0.041,0.008,-89.032,0.566,5.068,0.086,0.009,-69.637,0.552,5.196,0.054,0.007,-78.822,0.784,5.528,0.047,0.006,-144.82,0.93,5.994,0.031,0.004,-56.67,1.577,6.075,0.05,0.005,-207.242,1.308,6.247,0.065,0.005,-193.484,1.203,6.628,0.017,0.007,-78.935,0.964,6.98,0.017,0.007,-79.162,0.953,7.17,0.058,0.008,-83.668,0.945,8.314,0.009,0.012,-33.587,0.695,8.39,0.009,0.009,-37.657,0.898,5.132,0.038,0.005,-190.838,1.096,5.702,0.023,0.008,-94.464,0.749,3.749,0.038,0.004,-86.426,0.837,6.142,0.033,0.006,-127.616,1.09,11.369,0.006,0.014,-15.352,0.826
69,6200,45378459_1450,2/16/2023 18:46,24.4,2,QPLog 10-1631 (16) rev14,FALSE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,300_FW,none,,,5,2015,Pass,0,0,,2.181,2.317,3.015,3.128,0,3.328,3.385,4.056,4.218,4.278,4.37,1.469,-0.491,1.138,-0.61,-0.64,0.768,-0.31,-0.073,-0.537,0.12,-1.013,2.181,0.293,0.01,-12.295,0.213,2.317,0.269,0.015,-11.831,0.159,3.015,0.078,0.007,-95.12,0.438,3.128,0.157,0.006,-140.221,0.528,0,0,0,0,0,3.328,0.1,0.006,-130.13,0.557,3.385,0.042,0.008,-71.991,0.408,4.056,0.046,0.008,-101.247,0.535,4.218,0.045,0.006,-152.872,0.652,4.278,0.085,0.005,-193.872,0.799,4.37,0.055,0.006,-109.574,0.696,4.719,0.045,0.007,-90.722,0.718,5.068,0.107,0.008,-68.605,0.61,5.194,0.064,0.007,-86.437,0.751,5.526,0.048,0.005,-161.852,1.033,5.992,0.031,0.004,-66.136,1.613,6.074,0.052,0.005,-178.741,1.177,6.246,0.064,0.005,-172.596,1.154,6.627,0.016,0.007,-67.247,0.894,6.957,0.008,0.003,-36.354,2.325,7.168,0.06,0.007,-83.957,0.959,8.312,0.011,0.01,-39.633,0.871,8.388,0.012,0.01,-36.659,0.841,5.13,0.044,0.005,-188.181,1.012,5.699,0.011,0.006,-102.692,0.881,3.748,0.043,0.004,-86.226,0.846,6.141,0.036,0.006,-128.182,1.061,11.366,0.004,0.015,-12.287,0.744
70,6549,45338740_1450,2/1/2023 15:51,21.2,2,QPLog 10-1631 (16) rev15,FALSE,,B3,No Defect,Not Done,Pass,Green,Not Done,Pass,Green,Pass,110_LVL (new),none,,,12,2015,Fail,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,6549,45338740_1450,2/1/2023 15:57,20.7,2,QPLog 10-1631 (16) rev15,FALSE,,GD,No Defect,Not Done,Pass,Green,Not Done,Pass,Green,Pass,110_LVL (new),none,,,12,2015,Pass,0,0,,2.162,2.3,3.009,3.116,3.132,3.32,3.37,4.035,4.206,4.261,4.359,-0.31,-1.077,0.245,-1.528,-1.74,0.093,-1.265,-0.944,-0.96,-0.877,-0.781,2.162,0.233,0.008,-27.409,0.268,2.3,0.439,0.008,-64.063,0.289,3.009,0.101,0.006,-136.671,0.494,3.116,0.231,0.007,-118.58,0.474,3.132,0.029,0.002,-37.696,1.405,3.32,0.073,0.007,-99.231,0.471,3.37,0.063,0.007,-70.231,0.476,4.035,0.044,0.006,-110.492,0.649,4.206,0.072,0.006,-201.725,0.729,4.261,0.101,0.007,-131.487,0.644,4.359,0.127,0.007,-92.229,0.67,4.706,0.085,0.007,-112.925,0.705,5.053,0.185,0.008,-79.548,0.654,5.175,0.075,0.006,-108.856,0.888,5.511,0.073,0.005,-144.746,1.027,5.974,0.048,0.006,-161.822,0.965,6.055,0.074,0.006,-148.272,1.092,6.237,0.057,0.008,-78.153,0.754,6.608,0.018,0.007,-48.248,0.966,6.942,0.011,0.004,-23.279,1.909,7.148,0.099,0.008,-79.375,0.919,8.286,0.021,0.011,-28.228,0.74,8.369,0.03,0.013,-22.296,0.644,5.118,0.03,0.005,-114.373,1.037,5.688,0.006,0.007,-70.132,0.83,3.75,0.094,0.008,-61.674,0.46,6.127,0.023,0.006,-110.368,1.012,11.329,0.003,0.01,-18.292,1.149
72,B0044,45361560_1450,2/14/2023 19:27,21.8,2,QPLog 10-1631 (16) rev14,FALSE,,B3,No Defect,Pass,Pass,Green,Pass,Pass,Green,Pass,200_LA (old),none,,,6,2019,Fail,0,0,,2.19,2.362,3.059,3.163,3.195,3.326,3.427,4.105,4.22,4.304,4.367,6.371,3.298,0.897,1.893,1.962,0.594,-1.754,1.361,1.364,1.071,3.146,2.19,0.032,0.003,-86.73,0.707,2.362,0.073,0.005,-9.394,0.479,3.059,0.197,0.006,-99.757,0.473,3.163,0.164,0.007,-119.01,0.459,3.195,0.24,0.005,-153.36,0.682,3.326,0.096,0.006,-152.522,0.599,3.427,0.048,0.011,-36.509,0.324,4.105,0.062,0.006,-129.491,0.733,4.22,0.032,0.006,-236.34,0.759,4.304,0.072,0.006,-92.654,0.67,4.367,0.067,0.006,-110.731,0.769,4.733,0.073,0.007,-101.36,0.675,5.087,0.076,0.009,-47.659,0.572,5.165,0.008,0.004,-85.161,1.429,5.55,0.045,0.008,-49.585,0.717,0,0,0,0,0,6.075,0.042,0.005,-176.148,1.17,6.29,0.028,0.005,-157.453,1.175,6.715,0.04,0.007,-85.727,0.937,7.049,0.06,0.008,-82.145,0.936,7.187,0.049,0.008,-76.954,0.949,0,0,0,0,0,8.347,0.004,0.003,-37.557,2.858,5.142,0.018,0.005,-160.215,1.051,5.723,0.014,0.007,-85.521,0.805,3.787,0.222,0.008,-104.995,0.502,6.21,0.002,0.006,-74.824,1.055,11.428,0.003,0.008,-25.482,1.357
